новые;32;0,0136534
C;32;0,0136534
понимал;32;0,0136534
К;32;0,0136534
votre;32;0,0136534
смеясь;32;0,0136534
никому;32;0,0136534
поле;32;0,0136534
сами;32;0,0136534
продолжала;32;0,0136534
свет;32;0,0136534
Петя;32;0,0136534
находился;32;0,0136534
говорите;32;0,0136534
деревне;32;0,0136534
французы;32;0,0136534
se;32;0,0136534
серьезно;32;0,0136534
чувствуя;32;0,0136534
mais;32;0,0136534
денег;32;0,0136534
Сони;32;0,0136534
вспомнил;31;0,0132268
нечего;31;0,0132268
стоит;31;0,0132268
вечером;31;0,0132268
Ничего;31;0,0132268
сыном;31;0,0132268
перебил;31;0,0132268
общество;31;0,0132268
выше;31;0,0132268
стояла;31;0,0132268
такая;31;0,0132268
другом;31;0,0132268
конце;31;0,0132268
Государь;31;0,0132268
неожиданно;31;0,0132268
шагов;31;0,0132268
странно;31;0,0132268
таких;31;0,0132268
подошла;31;0,0132268
дороги;31;0,0132268
какие;31;0,0132268
часу;31;0,0132268
своею;30;0,0128001
генералу;30;0,0128001
прелесть;30;0,0128001
напротив;30;0,0128001
моей;30;0,0128001
господа;30;0,0128001
ai;30;0,0128001
пошла;30;0,0128001
bien;30;0,0128001
княжну;30;0,0128001
кому;30;0,0128001
отцу;30;0,0128001
пять;30;0,0128001
женщин;30;0,0128001
Зачем;30;0,0128001
Ей;30;0,0128001
жил;30;0,0128001
одном;30;0,0128001
боюсь;30;0,0128001
Видно;30;0,0128001
залу;30;0,0128001
улыбка;30;0,0128001
туда;30;0,0128001
ти;30;0,0128001
дал;30;0,0128001
твердо;30;0,0128001
prince;30;0,0128001
мое;29;0,0123734
старался;29;0,0123734
голосов;29;0,0123734
moi;29;0,0123734
Сперанского;29;0,0123734
состоянии;29;0,0123734
Соню;29;0,0123734
знали;29;0,0123734
ума;29;0,0123734
будут;29;0,0123734
homme;29;0,0123734
действительно;29;0,0123734
навстречу;29;0,0123734
дурно;29;0,0123734
сражение;29;0,0123734
лицами;29;0,0123734
жалко;29;0,0123734
полковник;29;0,0123734
император;29;0,0123734
гости;29;0,0123734
tres;29;0,0123734
числе;29;0,0123734
хуже;29;0,0123734
мыслей;29;0,0123734
Княгиня;29;0,0123734
адъютанта;29;0,0123734
часть;29;0,0123734
новое;29;0,0123734
принял;28;0,0119468
вернулся;28;0,0119468
крик;28;0,0119468
отцом;28;0,0119468
моего;28;0,0119468
душа;28;0,0119468
Соне;28;0,0119468
света;28;0,0119468
честь;28;0,0119468
Кроме;28;0,0119468
никак;28;0,0119468
Il;28;0,0119468
вижу;28;0,0119468
самые;28;0,0119468
au;28;0,0119468
Вдруг;28;0,0119468
генерала;28;0,0119468
Один;28;0,0119468
оттого;28;0,0119468
вновь;28;0,0119468
девушка;28;0,0119468
всему;28;0,0119468
подъехал;28;0,0119468
другую;28;0,0119468
Во;28;0,0119468
нашей;28;0,0119468
внимания;28;0,0119468
Василья;28;0,0119468
свидания;28;0,0119468
силы;28;0,0119468
подумала;28;0,0119468
постоянно;28;0,0119468
обратилась;28;0,0119468
звук;28;0,0119468
марш;28;0,0119468
рублей;27;0,0115201
y;27;0,0115201
поднял;27;0,0115201
окна;27;0,0115201
10;27;0,0115201
столом;27;0,0115201
иметь;27;0,0115201
страха;27;0,0115201
солдата;27;0,0115201
Кутузову;27;0,0115201
души;27;0,0115201
держал;27;0,0115201
Ah;27;0,0115201
торопливо;27;0,0115201
слегка;27;0,0115201
женщина;27;0,0115201
французски;27;0,0115201
рядом;27;0,0115201
шли;27;0,0115201
другими;27;0,0115201
села;27;0,0115201
приезда;27;0,0115201
чему;27;0,0115201
Борису;27;0,0115201
читал;27;0,0115201
головы;27;0,0115201
полковой;27;0,0115201
могут;27;0,0115201
